Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
Maruti Wagon R VXI,Pune,2002,93000,Third,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.0,False,False,True,False,True
Hyundai i10 Era,Ahmedabad,2012,60000,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2.65,False,False,True,False,True
Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,First,21.66 kmpl,1498 CC,103.52 bhp,5.0,,5.96,True,False,False,True,False
Porsche Panamera Diesel,Kolkata,2015,25100,First,17.85 kmpl,2967 CC,300 bhp,4.0,,75.0,True,False,False,True,False
Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,First,15.04 kmpl,1991 CC,183 bhp,5.0,,27.15,False,False,True,True,False
Audi A6 2.8 FSI,Ahmedabad,2008,41000,Second,10.4 kmpl,2773 CC,201 bhp,5.0,,10.5,False,False,True,True,False
Maruti Ciaz ZXi Plus,Chennai,2015,30000,First,20.73 kmpl,1373 CC,91.1 bhp,5.0,,6.7,False,False,True,False,True
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,4.9,True,False,False,False,True
Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,First,16.5 kmpl,1493 CC,70 bhp,7.0,,8.0,True,False,False,False,True
Maruti Alto K10 VXI,Kochi,2018,46805,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.09 Lakh,3.63,False,False,True,False,True
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,4.8,False,False,True,False,True
Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,6.83 Lakh,4.25,False,False,True,False,True
Maruti Swift 1.3 VXi,Kolkata,2014,32986,First,16.1 kmpl,,,,,4.24,False,False,True,False,True
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,First,10.91 kmpl,3198 CC,197.2 bhp,7.0,,30.27,True,False,False,True,False
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,First,15.8 kmpl,2148 CC,170 bhp,5.0,,14.25,True,False,False,False,True
Hyundai i10 Sportz AT,Ahmedabad,2012,37229,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3.41,False,False,True,True,False
Honda City 1.5 S MT,Delhi,2009,73200,First,17.0 kmpl,1497 CC,118 bhp,5.0,,2.78,False,False,True,False,True
Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,First,19.3 kmpl,1968 CC,141 bhp,5.0,,15.5,True,False,False,True,False
Tata Indica V2 eLS,Chennai,2017,129000,First,25.0 kmpl,1396 CC,69 bhp,5.0,,3.0,True,False,False,False,True
Maruti Wagon R VXi BSII,Pune,2012,82000,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2.3,False,False,True,False,True
Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.28,True,False,False,False,True
Maruti A-Star Lxi,Hyderabad,2009,61964,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2.25,False,False,True,False,True
Maruti Wagon R LXI,Kochi,2011,15466,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,3.36,False,False,True,False,True
Honda Mobilio E i VTEC,Kolkata,2014,23000,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,,4.25,False,False,True,False,True
Hyundai i10 Magna,Coimbatore,2012,43766,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,4.3,False,False,True,False,True
Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,First,0.0 kmpl,3597 CC,262.6 bhp,5.0,,6.0,False,False,True,True,False
Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,9.18,True,False,False,False,True
Maruti Celerio ZXI Optional,Hyderabad,2017,26400,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.99,False,False,True,False,True
Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,First,13.4 kmpl,1798 CC,157.8 bhp,5.0,,3.75,False,False,True,False,True
Ford Figo Diesel LXI,Chennai,2010,39000,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.5,True,False,False,False,True
Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,7.2,True,False,False,False,True
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,First,15.0 kmpl,2143 CC,204 bhp,5.0,,29.5,True,False,False,True,False
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,First,17.9 kmpl,2143 CC,136 bhp,5.0,,17.55,True,False,False,True,False
Volvo S60 D3,Chennai,2012,20000,First,18.5 kmpl,1985 CC,163 bhp,5.0,,12.0,True,False,False,True,False
Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,First,11.8 kmpl,2967 CC,246.7 bhp,5.0,,13.5,True,False,False,True,False
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.1,True,False,False,True,False
BMW 3 Series 320d,Kolkata,2011,70000,First,22.69 kmpl,1995 CC,190 bhp,5.0,43.81 Lakh,10.3,True,False,False,True,False
Hyundai Verna 1.6 SX,Delhi,2014,62000,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,5.7,True,False,False,False,True
Maruti Wagon R VXI,Kochi,2014,41994,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.12 Lakh,3.41,False,False,True,False,True
Ford Figo Diesel EXI,Hyderabad,2010,108882,Second,20.0 kmpl,1399 CC,68 bhp,5.0,,2.4,True,False,False,False,True
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,First,18.15 kmpl,1198 CC,82 bhp,6.0,,5.6,False,False,True,False,True
Tata Indigo LS,Pune,2006,160000,First,17.0 kmpl,1405 CC,70 bhp,5.0,,1.0,True,False,False,False,True
Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,First,18.49 kmpl,1493 CC,100 bhp,7.0,,8.2,True,False,False,True,False
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,First,15.17 kmpl,1968 CC,181 bhp,5.0,48.64 Lakh,27.5,True,False,False,True,False
Maruti Wagon R VXI 1.2,Jaipur,2015,64876,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,5.71 Lakh,3.5,False,False,True,False,True
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.56 Lakh,10.34,True,False,False,False,True
Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,First,12.7 kmpl,2609 CC,116.6 bhp,8.0,,3.25,True,False,False,False,True
Hyundai Tucson CRDi,Jaipur,2007,103515,Third,12.6 kmpl,1991 CC,112 bhp,7.0,,5.0,True,False,False,False,True
Hyundai Santro Xing GLS,Hyderabad,2008,68282,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.25,False,False,True,False,True
Porsche Panamera Diesel 250hp,Kochi,2014,60033,First,18.18 kmpl,2967 CC,250 bhp,4.0,,51.52,True,False,False,True,False
Maruti Vitara Brezza VDi Option,Kochi,2018,51921,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,8.62,True,False,False,False,True
Maruti Swift Dzire VDI,Mumbai,2017,18414,First,23.4 kmpl,1248 CC,74 bhp,5.0,,7.25,True,False,False,False,True
Honda Amaze V Petrol,Kochi,2016,40866,First,19.5 kmpl,1199 CC,86.76 bhp,5.0,8.16 Lakh,5.47,False,False,True,False,True
Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,31.0,True,False,False,True,False
Mini Cooper Convertible S,Kochi,2017,20469,First,16.82 kmpl,1998 CC,189.08 bhp,4.0,44.28 Lakh,35.98,False,False,True,True,False
Hyundai EON Era Plus,Jaipur,2017,8500,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.42,False,False,True,False,True
Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,11.5,True,False,False,True,False
Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,7.25,False,False,True,False,True
Maruti Swift AMT DDiS VDI,Chennai,2018,11000,First,28.4 kmpl,1248 CC,74 bhp,5.0,,8.0,True,False,False,False,True
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,7.33,True,False,False,False,True
Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3.35,False,False,True,False,True
Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,4.4,True,False,False,False,True
Toyota Etios VX,Kolkata,2012,55000,First,17.6 kmpl,1496 CC,88.7 bhp,5.0,,2.99,False,False,True,False,True
Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,5.6,False,False,True,False,True
Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,First,20.14 kmpl,1498 CC,88.73 bhp,5.0,,6.63,True,False,False,False,True
Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,9.72 Lakh,7.9,True,False,False,False,True
Honda City V MT Exclusive,Kochi,2015,53442,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,,7.0,False,False,True,False,True
Honda Brio VX AT,Hyderabad,2014,28000,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,4.95,False,False,True,True,False
Skoda Rapid 1.6 MPI AT Style,Mumbai,2017,13412,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,9.19,False,False,True,True,False
Hyundai Verna CRDi,Hyderabad,2011,70000,First,16.8 kmpl,1493 CC,110 bhp,5.0,,5.1,True,False,False,False,True
Hyundai i20 Active S Diesel,Jaipur,2015,81310,First,21.19 kmpl,1396 CC,88.76 bhp,5.0,,5.9,True,False,False,False,True
Maruti Baleno Alpha CVT,Kochi,2019,13574,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,10.3 Lakh,9.51,False,False,True,True,False
Honda CR-V 2.4L 4WD MT,Mumbai,2008,75000,Second,11.1 kmpl,2354 CC,158.8 bhp,5.0,,3.9,False,False,True,False,True
Maruti Swift Dzire VXI,Coimbatore,2014,58310,Second,19.1 kmpl,1197 CC,85.8 bhp,5.0,,5.39,False,False,True,False,True
Maruti Swift Dzire VDi,Pune,2009,90000,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3.0,True,False,False,False,True
Maruti Swift Dzire ZDI,Jaipur,2012,83000,First,23.4 kmpl,1248 CC,74 bhp,5.0,,4.3,True,False,False,False,True
Maruti Swift Dzire ZXI,Jaipur,2017,37282,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,6.75,False,False,True,False,True
Hyundai Grand i10 Sportz,Jaipur,2017,23000,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.5,False,False,True,False,True
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,2010,82000,First,17.8 kmpl,1399 CC,68 bhp,5.0,,2.75,True,False,False,False,True
Hyundai Verna 1.6 CRDi S,Chennai,2016,31000,First,23.9 kmpl,1582 CC,126.2 bhp,5.0,,9.0,True,False,False,False,True
Maruti Wagon R Vx,Jaipur,2001,200000,First,12.0 kmpl,,,,,0.7,False,False,True,False,True
Ford Figo Diesel EXI,Delhi,2014,45001,Second,20.0 kmpl,1399 CC,68.05 bhp,5.0,,2.55,True,False,False,False,True
Tata Manza Aqua Quadrajet BS IV,Coimbatore,2014,50446,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,3.54,True,False,False,False,True
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,89000,First,13.5 kmpl,1799 CC,130 bhp,5.0,,4.25,False,False,True,False,True
Maruti Alto LX BSIII,Ahmedabad,2007,72000,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.2,False,False,True,False,True
BMW 5 Series 520d Luxury Line,Ahmedabad,2013,90000,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,19.5,True,False,False,True,False
Mahindra XUV500 W8 2WD,Bangalore,2015,76000,Second,16.0 kmpl,2179 CC,140 bhp,7.0,,12.0,True,False,False,False,True
Maruti Ritz VDi,Hyderabad,2012,78401,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.9,True,False,False,False,True
Maruti Vitara Brezza ZDi Plus,Kochi,2017,38426,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.12 Lakh,9.13,True,False,False,False,True
Maruti Eeco 7 Seater Standard,Pune,2011,45000,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.69 Lakh,2.25,False,False,True,False,True
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2012,83000,First,17.5 kmpl,1197 CC,85.8 bhp,5.0,,3.25,False,False,True,False,True
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2017,50170,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.79,True,False,False,True,False
Maruti Wagon R LXI,Mumbai,2010,37822,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.04 Lakh,2.35,False,False,True,False,True
Maruti Celerio ZDi,Kolkata,2015,33517,First,27.62 kmpl,793 CC,47 bhp,5.0,,3.1,True,False,False,False,True
Hyundai Santa Fe 2WD AT,Delhi,2014,110000,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,12.9,True,False,False,True,False
Hyundai EON D Lite Plus Option,Kolkata,2017,60000,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.5,False,False,True,False,True
Hyundai i20 Sportz 1.2,Delhi,2013,92408,First,18.5 kmpl,1197 CC,82.85 bhp,5.0,,3.65,False,False,True,False,True
Hyundai Verna 1.6 SX VTVT (O),Bangalore,2014,45000,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,7.5,False,False,True,False,True
Honda Brio S Option MT,Kochi,2013,33793,First,18.4 kmpl,1198 CC,86.8 bhp,5.0,,3.74,False,False,True,False,True
Maruti Swift VXI Optional,Kochi,2017,26327,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.86,False,False,True,False,True
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,20604,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,39.62,True,False,False,True,False
Maruti Swift VDI Optional,Coimbatore,2018,61386,First,25.2 kmpl,1248 CC,74 bhp,5.0,,7.05,True,False,False,False,True
Maruti Swift AMT VDI,Delhi,2018,11500,First,28.4 kmpl,1248 CC,74 bhp,5.0,,7.5,True,False,False,True,False
Chevrolet Beat Diesel LS,Chennai,2012,58000,First,25.44 kmpl,936 CC,57.6 bhp,5.0,,2.1,True,False,False,False,True
Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,38000,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,11.6,False,False,True,True,False
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2012,49000,Second,14.84 kmpl,2143 CC,167.62 bhp,5.0,,19.25,True,False,False,True,False
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,First,13.68 kmpl,2393 CC,147.8 bhp,8.0,24.01 Lakh,17.92,True,False,False,False,True
Hyundai i10 Sportz,Kolkata,2016,7000,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.6,False,False,True,False,True
Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.5,True,False,False,False,True
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,7.4,True,False,False,False,True
Mercedes-Benz GLE 350d,Coimbatore,2018,30706,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,95.13 Lakh,59.29,True,False,False,True,False
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,First,12.05 kmpl,2179 CC,120 bhp,7.0,,5.5,True,False,False,False,True
Hyundai Getz GLE,Bangalore,2006,44000,Second,15.3 kmpl,1341 CC,83 bhp,5.0,,1.75,False,False,True,False,True
Maruti Baleno Alpha,Mumbai,2016,12208,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,8.78 Lakh,6.75,False,False,True,False,True
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,First,16.52 kmpl,1991 CC,123.7 bhp,5.0,,3.95,True,False,False,False,True
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,4.2,False,False,True,False,True
Honda City 1.5 V MT,Hyderabad,2016,28414,First,17.0 kmpl,1497 CC,118 bhp,5.0,,8.4,False,False,True,False,True
Volkswagen Polo GT TSI,Mumbai,2017,27853,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,11.26 Lakh,8.25,False,False,True,True,False
Honda Brio E MT,Bangalore,2013,55116,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.31,False,False,True,False,True
Maruti Swift Dzire VDI,Ahmedabad,2017,26000,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.5,True,False,False,False,True
Honda City 1.5 V MT Exclusive,Pune,2012,45496,First,17.0 kmpl,1497 CC,118 bhp,5.0,,4.75,False,False,True,False,True
Mahindra Ssangyong Rexton RX7,Pune,2013,76000,Second,11.18 kmpl,2696 CC,184 bhp,7.0,,8.79,True,False,False,True,False
Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,First,13.1 kmpl,1798 CC,157.75 bhp,5.0,,9.5,False,False,True,False,True
Hyundai Santro GLS II - Euro II,Pune,2009,100000,First,0.0 kmpl,,,,,1.6,False,False,True,False,True
Maruti Alto LXi,Kolkata,2010,38127,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.55,False,False,True,False,True
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,First,23.0 kmpl,1396 CC,90 bhp,5.0,,5.85,True,False,False,False,True
Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,First,15.8 kmpl,1499 CC,110 bhp,5.0,,7.52,False,False,True,False,True
Nissan Micra Diesel XV,Hyderabad,2011,86732,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.6,True,False,False,False,True
Honda Brio E MT,Kochi,2016,27969,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,4.73,False,False,True,False,True
Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,First,11.18 kmpl,2696 CC,184 bhp,7.0,,10.5,True,False,False,True,False
BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,First,16.46 kmpl,2993 CC,258 bhp,5.0,,34.54,True,False,False,True,False
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.68 Lakh,6.07,False,False,True,False,True
Maruti Baleno Delta 1.2,Coimbatore,2018,25093,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.76,False,False,True,False,True
Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,First,11.68 kmpl,2498 CC,112 bhp,8.0,,7.46,True,False,False,False,True
Renault Fluence Diesel E4,Delhi,2012,87510,First,21.8 kmpl,1461 CC,78 bhp,5.0,,3.49,True,False,False,False,True
Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,4.05,False,False,True,False,True
Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,11.88,True,False,False,False,True
Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,6.45,False,False,True,True,False
BMW X5 X5 M,Pune,2015,69002,First,15.97 kmpl,2993 CC,258 bhp,5.0,,50.0,True,False,False,True,False
BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,First,10.9 kmpl,2497 CC,215 bhp,5.0,,9.0,False,False,True,True,False
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,14.25,True,False,False,True,False
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,First,18.49 kmpl,1493 CC,100 bhp,7.0,,7.36,True,False,False,False,True
Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,First,12.05 kmpl,2179 CC,120 bhp,8.0,,4.4,True,False,False,False,True
Renault KWID RXT,Mumbai,2016,24000,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.1,False,False,True,False,True
Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,First,22.5 kmpl,999 CC,67 bhp,5.0,5.42 Lakh,4.28,False,False,True,True,False
Maruti Swift VXi BSIV,Pune,2017,12000,First,16.1 kmpl,1197 CC,85 bhp,5.0,,5.5,False,False,True,False,True
Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,First,17.0 kmpl,1896 CC,105 bhp,5.0,,6.99,True,False,False,True,False
Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,4.29,False,False,True,False,True
Maruti Swift VXI,Delhi,2014,55000,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.2,False,False,True,False,True
Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,First,23.0 kmpl,1396 CC,90 bhp,5.0,,4.11,True,False,False,False,True
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,18.75,True,False,False,True,False
Mercedes-Benz GLE 350d,Mumbai,2017,19863,First,11.57 kmpl,2987 CC,254.79 bhp,5.0,91.23 Lakh,64.95,True,False,False,True,False
Hyundai i10 Era,Mumbai,2010,55000,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.59,False,False,True,False,True
Maruti Wagon R LXI Optional,Kolkata,2016,4800,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.6,False,False,True,False,True
Honda City i VTEC V,Kochi,2017,38607,Second,17.8 kmpl,1497 CC,117.3 bhp,5.0,,7.87,False,False,True,False,True
Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,7.14 Lakh,5.55,False,False,True,False,True
Honda City i DTEC VX,Jaipur,2014,74000,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,,6.4,True,False,False,False,True
Maruti Swift Dzire VXi,Mumbai,2009,54540,Third,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2.65,False,False,True,False,True
Maruti Swift Dzire ZXi,Delhi,2015,58400,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,5.5,False,False,True,False,True
Mahindra XUV500 W8 2WD,Kochi,2013,73648,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.31,True,False,False,False,True
Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,7.1,True,False,False,False,True
Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,7.83,True,False,False,False,True
Hyundai Accent CRDi,Mumbai,2005,150000,First,13.1 kmpl,1493 CC,82 bhp,5.0,,0.85,True,False,False,False,True
Honda Brio S MT,Mumbai,2014,22100,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.55,False,False,True,False,True
Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,First,17.19 kmpl,1197 CC,81.86 bhp,5.0,,8.19,False,False,True,False,True
BMW 3 Series 320d Sport Line,Pune,2018,24000,First,18.88 kmpl,1995 CC,184 bhp,5.0,,28.0,True,False,False,True,False
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,First,16.96 kmpl,1968 CC,138.03 bhp,5.0,,13.0,True,False,False,True,False
Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Second,15.26 kmpl,1598 CC,103.5 bhp,5.0,,3.29,False,False,True,False,True
Maruti Swift VXi BSIV,Pune,2015,13769,Second,16.1 kmpl,1197 CC,85 bhp,5.0,,4.41,False,False,True,False,True
Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,4.99,True,False,False,False,True
BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,First,18.56 kmpl,1995 CC,190 bhp,5.0,69.59 Lakh,17.98,True,False,False,True,False
Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,First,20.5 kmpl,1248 CC,91.72 bhp,5.0,,7.71,True,False,False,False,True
Maruti Wagon R Stingray VXI,Delhi,2013,32378,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,2.8,False,False,True,False,True
Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,First,22.1 kmpl,1248 CC,76.9 bhp,5.0,,3.0,True,False,False,False,True
Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,First,15.1 kmpl,2179 CC,140 bhp,7.0,,12.49,True,False,False,False,True
Tata Zest Quadrajet 1.3,Kochi,2016,54199,First,23.0 kmpl,1248 CC,88.8 bhp,5.0,,5.0,True,False,False,False,True
BMW X3 xDrive20d xLine,Kochi,2017,36935,First,18.56 kmpl,1995 CC,190 bhp,5.0,,32.64,True,False,False,True,False
Maruti Swift VDI BSIV,Chennai,2015,23000,First,25.2 kmpl,1248 CC,74 bhp,5.0,,6.5,True,False,False,False,True
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,First,18.12 kmpl,1995 CC,190 bhp,5.0,,35.0,True,False,False,True,False
Tata Indigo CS eVX,Chennai,2015,100073,Second,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.0,True,False,False,False,True
Mahindra XUV500 W8 2WD,Kochi,2015,59182,First,15.1 kmpl,2179 CC,140 bhp,7.0,,9.46,True,False,False,False,True
Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,39.0,True,False,False,True,False
BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,First,18.48 kmpl,1995 CC,177 bhp,5.0,,15.0,True,False,False,True,False
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,6.15,False,False,True,False,True
Hyundai Santa Fe 4WD AT,Pune,2015,100000,Second,13.01 kmpl,2199 CC,194.3 bhp,7.0,,14.5,True,False,False,True,False
Hyundai Santro GLS II - Euro II,Bangalore,2012,43000,First,0.0 kmpl,,,,,3.25,False,False,True,False,True
Maruti Wagon R AMT VXI,Kochi,2018,27413,First,20.51 kmpl,998 CC,67 bhp,5.0,,5.18,False,False,True,True,False
Maruti Wagon R LX BSIII,Pune,2007,90000,Second,17.3 kmpl,1061 CC,64 bhp,5.0,,1.24,False,False,True,False,True
